City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,tres palos,18.1833,-101.6167,296.19,95,8,1.4,MX,1695090750
365,kayangel,8.0823,134.7173,301.28,77,41,1.44,PW,1695090750
366,bogande,12.9714,-0.1436,298.65,77,69,3.92,BF,1695090750
367,taungdwingyi,20.0167,95.55,299.18,86,100,5.77,MM,1695090750
368,revelstoke,50.9832,-118.2023,286.16,67,100,2.06,CA,1695090750
369,zag,46.9441,99.165,279.78,62,7,1.19,MN,1695090751
370,west bay,19.3667,-81.4167,303.19,75,20,2.57,KY,1695090751
371,richland center,43.3347,-90.3868,293.05,81,100,2.97,US,1695090751
372,porto franco,-6.3383,-47.3992,299.51,36,6,1.23,BR,1695090751
373,harstad,68.799,16.5293,280.26,97,100,8.49,NO,1695090751
374,hamilton,39.1834,-84.5333,290.25,76,0,0.89,US,1695090752
375,fada,9.5667,8.3,291.88,91,76,0.42,NG,1695090752
376,nova sintra,14.8667,-24.7167,295.86,77,86,4.22,CV,1695090752
377,corner brook,48.9667,-57.9484,283.24,84,100,2.61,CA,1695090589
378,beau vallon,-20.4189,57.6953,296.05,83,40,3.6,MU,1695090752
379,vallenar,-28.5708,-70.7581,289.95,55,3,0.42,CL,1695090752
380,phan rang-thap cham,11.5667,108.9833,304.72,61,92,1.15,VN,1695090752
381,centerville,39.6284,-84.1594,288.42,78,0,2.06,US,1695090753
382,podebrady,50.1424,15.1188,290.61,85,100,2.52,CZ,1695090753
383,keflavik,64.0049,-22.5624,283.39,81,75,4.12,IS,1695090753
384,trairi,-3.2778,-39.2689,298.99,84,18,4.54,BR,1695090753
385,masterton,-40.9597,175.6575,286.97,73,37,5.36,NZ,1695090727
386,juan griego,11.0817,-63.9655,302.22,89,2,5.14,VE,1695090753
387,bom jesus,-9.0744,-44.3586,296.66,51,4,0.64,BR,1695090753
388,la'ie,21.6477,-157.9253,304.13,73,100,3.58,US,1695090754
389,tynda,55.1667,124.7167,279.09,37,3,5.9,RU,1695090754
390,colonia,50.9333,6.95,289.74,79,75,2.57,DE,1695090659
391,antsiranana,-12.2787,49.2917,295.68,74,13,6.69,MG,1695090754
392,la passe,45.5549,-0.8967,290.36,81,86,3.04,FR,1695090754
393,tafuna,-14.3358,-170.72,300.12,89,75,10.8,AS,1695090754
394,mirabad,30.4362,61.8383,298.11,21,5,8.39,AF,1695090755
395,gizo,-8.103,156.8419,300.66,83,99,7.44,SB,1695090755
396,vernon,50.2581,-119.2691,290.06,45,8,4.47,CA,1695090613
397,tupelo,34.2576,-88.7034,292.31,55,0,0.0,US,1695090488
398,forbes,-33.3833,148.0167,303.66,13,1,8.93,AU,1695090755
399,kirov,58.5966,49.6601,279.59,93,44,2.44,RU,1695090755
400,mutum biyu,8.6333,10.7667,295.3,91,98,1.05,NG,1695090755
401,tillaberi,14.2117,1.4531,303.46,56,89,5.12,NE,1695090756
402,rundu,-17.9333,19.7667,292.37,25,46,1.23,NA,1695090756
403,kirakira,-10.4544,161.9205,302.31,74,88,7.09,SB,1695090756
404,rongelap,11.1635,166.8941,301.22,79,58,5.28,MH,1695090756
405,oistins,13.0667,-59.5333,301.2,83,20,2.06,BB,1695090756
406,portland,45.5234,-122.6762,293.12,48,0,5.14,US,1695090756
407,thames,-37.1333,175.5333,292.12,52,5,3.77,NZ,1695090756
408,ekibastuz,51.6667,75.3667,287.92,61,90,0.65,KZ,1695090542
409,pachino,36.7186,15.0907,298.93,54,100,1.27,IT,1695090757
410,tabou,4.423,-7.3528,298.24,89,100,2.83,CI,1695090757
411,puerto san jose,13.9256,-90.8244,300.62,78,86,0.97,GT,1695090684
412,north battleford,52.7834,-108.2847,288.2,55,0,7.2,CA,1695090757
413,kaifeng,34.7911,114.3483,295.48,96,100,2.82,CN,1695090757
414,susuman,62.7833,148.1667,279.2,54,100,6.14,RU,1695090757
415,manokwari,-0.8667,134.0833,301.63,73,77,3.83,ID,1695090741
416,tostado,-29.232,-61.7692,289.81,67,5,5.39,AR,1695090758
417,jeddah,21.5169,39.2192,304.07,70,0,2.06,SA,1695090758
418,anton lizardo,19.05,-95.9833,302.16,76,12,2.67,MX,1695090758
419,sittwe,20.15,92.9,300.22,88,100,8.88,MM,1695090758
420,barra de santo antonio,-9.4047,-35.5072,297.75,85,14,3.07,BR,1695090758
421,kolosovka,56.4678,73.611,287.76,71,40,2.57,RU,1695090758
422,fonte boa,-2.4959,-66.2662,298.5,70,9,0.85,BR,1695090759
423,new kingman-butler,35.265,-114.0323,302.66,17,0,4.63,US,1695090759
424,darnah,32.767,22.6367,296.73,70,0,10.01,LY,1695090759
425,abengourou,6.7297,-3.4964,294.67,100,99,0.87,CI,1695090759
426,sechura,-5.5569,-80.8222,293.54,85,12,5.29,PE,1695090759
427,kaa-khem,51.6833,94.7333,287.74,60,80,0.98,RU,1695090759
428,beichengqu,40.4394,113.1536,289.45,38,95,1.74,CN,1695090760
429,falam,22.9167,93.6833,291.87,96,100,0.88,MM,1695090760
430,vorkuta,67.5,64.0,278.34,85,100,4.05,RU,1695090760
431,kavieng,-2.5744,150.7967,300.94,73,99,2.67,PG,1695090760
432,undurkhaan,47.3194,110.6556,287.8,44,7,2.63,MN,1695090760
433,sao jose da coroa grande,-8.8978,-35.1478,296.59,90,21,3.48,BR,1695090760
434,rancho palos verdes,33.7445,-118.387,294.81,86,20,4.63,US,1695090708
435,san cristobal verapaz,15.3833,-90.4,289.0,97,94,0.51,GT,1695090761
436,moreira sales,-24.0622,-53.0069,294.72,75,93,1.46,BR,1695090761
437,nadym,65.5333,72.5167,279.54,82,100,10.51,RU,1695090761
438,san miguel,13.4833,-88.1833,297.87,88,24,1.45,SV,1695090761
439,mahina,-17.5065,-149.489,299.02,73,75,1.03,PF,1695090761
440,morinda,30.7919,76.4964,299.84,78,97,2.48,IN,1695090761
441,junin,-34.5838,-60.9433,278.65,84,99,3.17,AR,1695090762
442,sao vicente,-23.9631,-46.3919,303.3,70,100,2.15,BR,1695090762
443,cabo san lucas,22.8909,-109.9124,304.76,45,20,4.63,MX,1695090600
444,siquijor,9.2142,123.515,303.1,74,73,2.62,PH,1695090762
445,nagqu,31.5,92.0,278.83,84,95,2.78,CN,1695090762
446,montepuez,-13.1256,38.9997,291.46,93,0,1.07,MZ,1695090762
447,namie,37.4833,141.0,306.32,75,26,0.45,JP,1695090762
448,morant bay,17.8815,-76.4093,302.94,82,91,2.81,JM,1695090763
449,keuruu,62.2667,24.7,280.25,97,95,2.75,FI,1695090536
450,fort bragg,35.139,-79.006,292.54,86,0,1.54,US,1695090763
451,ketchikan,55.3422,-131.6461,284.41,87,100,4.12,US,1695090763
452,ataq,14.5377,46.8319,300.1,25,42,2.16,YE,1695090763
453,kirovo-chepetsk,58.5539,50.0399,279.76,91,24,2.68,RU,1695090763
454,timimoun,29.2639,0.231,301.36,14,0,3.09,DZ,1695090763
455,sao joao da barra,-21.6403,-41.0511,295.16,82,0,8.49,BR,1695090764
456,fort mcmurray,56.7268,-111.381,283.92,71,0,3.09,CA,1695090485
457,lhokseumawe,5.1801,97.1507,301.93,75,7,0.59,ID,1695090764
458,rikaze,29.25,88.8833,287.62,40,6,1.08,CN,1695090764
459,iskushuban,10.2837,50.23,301.99,48,100,7.65,SO,1695090764
460,sabha,27.0377,14.4283,297.02,44,0,4.69,LY,1695090764
461,wuwei,37.9281,102.6414,292.56,51,61,3.52,CN,1695090765
462,abra pampa,-22.7205,-65.697,282.76,20,0,1.89,AR,1695090765
463,laguna,38.421,-121.4238,298.32,55,0,6.17,US,1695090765
464,vilhena,-12.7406,-60.1458,297.77,56,51,1.34,BR,1695090765
465,el alcazar,-26.7146,-54.8152,294.77,92,80,0.61,AR,1695090765
466,ormara,25.2088,64.6357,299.69,89,46,4.03,PK,1695090765
467,mar del plata,-38.0023,-57.5575,281.53,71,0,3.09,AR,1695090602
468,kapit,2.0167,112.9333,298.5,85,100,0.79,MY,1695090765
469,ulundi,-28.3352,31.4162,286.64,90,0,1.21,ZA,1695090766
470,kutum,14.2,24.6667,297.87,53,97,3.35,SD,1695090766
471,mil'kovo,55.6078,37.7956,284.45,81,81,2.61,RU,1695090642
472,buala,-8.145,159.5921,302.28,75,100,5.53,SB,1695090766
473,bilsanda,28.25,79.95,301.47,79,4,1.31,IN,1695090766
474,ryotsu-minato,38.0833,138.4333,301.14,72,33,5.45,JP,1695090767
475,balachor,31.0667,76.3167,299.01,82,94,1.78,IN,1695090767
476,port douglas,-16.4833,145.4667,297.46,75,75,4.52,AU,1695090767
477,fale old settlement,-9.3852,-171.2468,301.16,80,28,7.97,TK,1695090767
478,shenjiamen,29.9576,122.298,301.02,81,27,6.99,CN,1695090767
479,agat village,13.3886,144.6585,305.02,78,40,6.17,GU,1695090767
480,siwa oasis,29.2041,25.5195,297.58,64,0,2.97,EG,1695090767
481,ust'-uda,54.1742,103.0304,289.74,47,91,1.64,RU,1695090768
482,muang phonsavan,19.45,103.2167,294.59,88,99,1.09,LA,1695090768
483,quepos,9.4236,-84.1652,299.53,83,98,0.67,CR,1695090768
484,labrador city,52.9463,-66.9114,283.1,93,100,1.03,CA,1695090612
485,mejit,10.2753,170.8646,301.67,76,31,5.02,MH,1695090768
486,mount isa,-20.7333,139.5,305.02,18,87,3.09,AU,1695090768
487,calvinia,-31.4707,19.776,282.67,43,24,1.7,ZA,1695090769
488,lahan,26.7296,86.4951,303.39,70,18,2.73,NP,1695090769
489,port isabel,26.0734,-97.2086,302.6,68,20,5.14,US,1695090481
490,buka,40.8108,69.1986,293.92,24,0,0.85,UZ,1695090769
491,cabedelo,-6.9811,-34.8339,296.52,86,7,4.51,BR,1695090769
492,ankum,52.55,7.8833,288.58,84,77,6.17,DE,1695090769
493,kwang binh,17.4833,106.6,303.72,67,100,0.28,VN,1695090769
494,grand-bassam,5.2118,-3.7388,297.13,94,78,1.86,CI,1695090770
495,kapiri mposhi,-13.9652,28.6809,289.92,52,66,2.64,ZM,1695090770
496,francisco beltrao,-26.0811,-53.055,294.47,83,96,1.96,BR,1695090510
497,barahan,13.0121,120.762,302.59,69,96,2.53,PH,1695090770
498,quibala,-10.7337,14.98,289.97,95,30,0.87,AO,1695090770
499,saint-joseph,-21.3667,55.6167,293.97,77,18,5.09,RE,1695090770
500,amahai,-3.3333,128.9167,300.31,69,57,3.42,ID,1695090770
501,alofi,-19.0595,-169.9187,298.09,53,40,10.29,NU,1695090771
502,sao tome,0.3365,6.7273,298.17,88,20,2.06,ST,1695090771
503,along,28.1667,94.7667,297.61,80,100,0.22,IN,1695090771
504,qiziltepa,40.0331,64.85,287.68,22,0,2.06,UZ,1695090771
505,ust'-ilimsk,58.0006,102.6619,285.49,83,100,2.95,RU,1695090771
506,el kef,36.1742,8.7049,294.0,39,29,2.01,TN,1695090771
507,defuniak springs,30.721,-86.1152,295.8,60,0,1.54,US,1695090772
508,at taj,24.2049,23.2857,296.62,38,0,4.02,LY,1695090772
509,namalenga,-10.95,39.1,292.37,93,40,0.76,TZ,1695090772
510,puerto deseado,-47.7503,-65.8938,276.34,71,27,4.1,AR,1695090772
511,niquelandia,-14.4739,-48.4597,301.55,32,83,1.49,BR,1695090772
512,six-fours-les-plages,43.0938,5.84,295.62,77,68,1.79,FR,1695090772
513,gwadar,25.1216,62.3254,299.9,88,33,3.41,PK,1695090772
514,arno,60.1167,18.6333,288.59,87,100,7.33,SE,1695090773
515,nogliki,51.8333,143.1667,289.58,87,100,4.33,RU,1695090646
516,sultanah,24.4926,39.5857,304.4,15,0,2.06,SA,1695090773
517,leninskoye,41.7589,69.3864,295.05,24,33,1.46,KZ,1695090773
518,ghadamis,30.1337,9.5007,298.76,30,2,4.99,LY,1695090773
519,muravlenko,63.7898,74.523,280.16,72,100,9.05,RU,1695090773
520,srednebelaya,50.6594,128.0106,284.36,54,63,8.71,RU,1695090773
521,northam,51.0333,-4.2167,289.05,87,100,9.69,GB,1695090774
522,banda aceh,5.5577,95.3222,301.91,74,100,2.89,ID,1695090774
523,rabo de peixe,37.8,-25.5833,291.47,99,20,2.06,PT,1695090774
524,el calafate,-50.3408,-72.2768,271.62,72,10,2.53,AR,1695090774
525,inhambane,-23.865,35.3833,292.82,87,3,2.9,MZ,1695090774
526,ilhabela,-23.7781,-45.3581,297.78,62,9,1.28,BR,1695090774
527,ashland,40.8167,-82.2665,285.92,94,0,2.28,US,1695090775
528,brezina,33.0989,1.2608,297.67,26,54,3.05,DZ,1695090775
529,chervonohrad,50.391,24.2351,289.07,68,75,3.73,UA,1695090775
530,darjiling,27.0333,88.2667,289.75,77,21,0.31,IN,1695090571
531,gangtok,27.3333,88.6167,294.79,67,36,1.82,IN,1695090607
532,oranjemund,-28.55,16.4333,284.86,95,17,2.53,NA,1695090664
533,san patricio,28.017,-97.5169,303.07,59,0,4.9,US,1695090776
534,amga,60.8953,131.9608,274.74,74,100,4.59,RU,1695090776
535,joigny,47.9829,3.401,288.04,97,99,3.01,FR,1695090776
536,vondrozo,-22.8167,47.2833,288.15,97,16,0.68,MG,1695090776
537,east london,-33.0153,27.9116,287.03,79,0,1.83,ZA,1695090776
538,mahanoro,-19.9,48.8,292.32,89,26,2.16,MG,1695090776
539,escuintla,14.305,-90.785,299.53,93,100,2.05,GT,1695090777
540,sandnessjoen,66.0217,12.6316,282.44,79,100,8.98,NO,1695090777
541,fortaleza,-3.7227,-38.5247,300.49,83,40,5.66,BR,1695090521
542,lang son,21.8333,106.7333,302.4,70,100,2.54,VN,1695090777
543,jaipur,26.9167,75.8167,298.77,89,40,3.6,IN,1695090627
544,gafsa,34.425,8.7842,299.67,33,100,0.94,TN,1695090777
545,akrehamn,59.2667,5.1833,286.29,88,100,9.26,NO,1695090778
546,majene,-3.5403,118.9707,303.51,60,9,5.09,ID,1695090778
547,junction city,39.0286,-96.8314,298.53,51,0,2.57,US,1695090778
548,yenagoa,4.9247,6.2642,296.74,95,100,1.41,NG,1695090778
549,gewane,10.1664,40.6453,297.13,72,100,6.35,ET,1695090778
550,zelenoborskiy,66.845,32.3622,279.63,84,94,5.2,RU,1695090778
551,taroudant,30.4703,-8.877,292.0,77,39,1.74,MA,1695090778
552,sokoni,-6.4333,39.55,297.92,78,96,4.67,TZ,1695090779
553,mitu,1.1983,-70.1733,295.03,99,100,1.0,CO,1695090779
554,bengkulu,-3.8004,102.2655,299.88,76,91,4.72,ID,1695090779
555,gaalkacyo,6.7697,47.4308,297.12,68,11,5.69,SO,1695090779
556,krasnaya gora,52.9995,31.6023,284.62,65,0,3.62,RU,1695090779
557,el granada,37.5027,-122.4694,294.5,80,0,6.69,US,1695090779
558,sneek,53.033,5.6589,288.68,78,33,6.26,NL,1695090779
559,javanrud,34.7961,46.5172,287.85,59,0,2.54,IR,1695090780
560,kameoka,35.0,135.5833,305.75,76,78,2.54,JP,1695090780
561,kerikeri,-35.2268,173.9474,293.07,48,0,1.99,NZ,1695090780
562,dakhla,23.6848,-15.958,294.28,79,100,9.44,EH,1695090780
563,nuuk,64.1835,-51.7216,275.49,69,4,2.57,GL,1695090780
564,okhotsk,59.3833,143.3,279.07,92,100,3.66,RU,1695090780
565,soe,-9.8607,124.284,301.11,25,10,4.42,ID,1695090781
566,codrington,-38.2667,141.9667,293.17,47,20,8.91,AU,1695090781
567,monthey,46.2555,6.9607,290.33,94,57,1.05,CH,1695090781
568,wenatchee,47.4235,-120.3103,292.31,34,0,9.26,US,1695090736
569,hovd,48.0056,91.6419,285.61,44,4,0.73,MN,1695090781
570,vanino,49.0869,140.2543,294.62,69,72,7.42,RU,1695090737
571,callao,-12.0667,-77.15,292.99,82,75,5.14,PE,1695090782
572,gwaram,11.2764,9.8858,296.44,77,96,2.22,NG,1695090782
573,skagen,57.7209,10.5839,289.32,91,69,11.1,DK,1695090782
574,booue,-0.0921,11.9385,295.13,99,100,0.35,GA,1695090782
575,tomatlan,19.9333,-105.25,298.35,89,29,0.16,MX,1695090782
576,san juanito,28.0,-107.5833,288.41,78,90,1.93,MX,1695090783
577,ayaviri,-14.8864,-70.5889,280.11,74,95,1.28,PE,1695090783
578,chibougamau,49.9168,-74.3659,280.94,87,0,2.06,CA,1695090783
